title,content,time,trading_pair_or_currencies,price_change,cleaned_content,hash
Future of Blockchain Development: Focus on Application Chains,"Odaily, on May 20, Tabi founder Xavier highlighted the shift in successful blockchain strategies. Historically, public chains thrived on innovative applications within their ecosystems, such as Ethereum's ICO and DeFi Summer. However, as the industry matures, this traditional approach is becoming less effective. Xavier emphasized HyperliquidX as a model of the 'fat application, thin protocol' concept, indicating a new direction for public chain development. Instead of numerous decentralized applications (DApps), future public chains should concentrate on the application chain model to enhance efficiency and practicality. Application chains may be crucial for the next generation of successful public chains. Xavier also acknowledged Cosmos for its contributions to the application chain sector. Concepts like account abstraction and inter-chain communication provide essential theoretical foundations for the future development of Layer 1 blockchains.
Trading Pair: ETH
Price Change: +3.91%",2025-05-20,ETH,+3.91%,"Odaily, on May 20, Tabi founder Xavier highlighted the shift in successful blockchain strategies. Historically, public chains thrived on innovative applications within their ecosystems, such as Ethereums ICO and DeFi Summer. However, as the industry matures, this traditional approach is becoming less effective. Xavier emphasized HyperliquidX as a model of the fat application, thin protocol concept, indicating a new direction for public chain development. Instead of numerous decentralized applications DApps, future public chains should concentrate on the application chain model to enhance efficiency and practicality. Application chains may be crucial for the next generation of successful public chains. Xavier also acknowledged Cosmos for its contributions to the application chain sector. Concepts like account abstraction and interchain communication provide essential theoretical foundations for the future development of Layer 1 blockchains. Trading Pair ETH Price Change 3.91",b7cfd845cba0cb119930ae41cd0c7201
Solana's New Consensus Protocol Alpenglow Promises Enhanced Efficiency,"Foresight News, on May 19, Anza, a developer studio spun off from Solana Labs, introduced a new consensus layer protocol for Solana named Alpenglow. This protocol modifies the existing TowerBFT and PoH consensus mechanisms by incorporating new components, Votor and Rotor, to handle voting and block finality, and to enhance Solana's current block propagation protocol. Built on Turbine, Solana's version of sharding, it optimizes bandwidth usage through a single-layer relay node based on stake. Roger Wattenhover, Anza's Head of Research, stated at Solana Accelerate that the new consensus mechanism will significantly reduce transaction finality time from the current 12.8 seconds to 150 milliseconds. Alpenglow has completed prototype testing and is expected to deploy on the testnet by mid-2025, with mainnet deployment anticipated later in the year following approval through Solana Improvement Documents (SIMD). Compared to the current Solana mainnet, Alpenglow simplifies architecture and optimizes data propagation efficiency, making it suitable for high-frequency trading and real-time payments. Votor, a core component of Alpenglow, will replace TowerBFT by handling consensus logic. It operates through direct communication rather than the current node gossip model, using peer-to-peer communication and dynamic grouping strategies based on stake weight or geographical location. This reduces redundant message transmission and network latency. Votor introduces a tiered stake voting mechanism: if a block receives over 80% stake support in the first round, it is notarized immediately; if support is between 60% and 80%, a second round of rapid confirmation is initiated. Nodes can skip voting if block delay or risk is detected, preventing resource wastage. Overall, when the validator threshold is below 60%, latency can be controlled to around 100 milliseconds. Rotor focuses on improving block propagation efficiency and network resource allocation by integrating Turbine sharding technology. It replaces the traditional multi-layer relay model with a single-layer relay node architecture, splitting block data into lightweight shards and dynamically optimizing transmission paths, significantly reducing network complexity and transmission delay. Rotor also introduces an adaptive propagation algorithm that monitors network status in real-time and switches congested paths, combining lightweight data verification to reduce computational overhead, greatly enhancing propagation speed and fault tolerance. Performance-wise, Rotor compresses block propagation delay to milliseconds, supporting Solana's goal of achieving 50,000 TPS, meeting the demands of DeFi clearing and real-time payment scenarios. Overall, the Alpenglow protocol removes the PoH mechanism, reducing chain-wide operational risk and simplifying architecture. By replacing Tower BFT consensus with Votor and using stake-driven 1-2 round voting, it achieves block finality within 100-150 milliseconds without relying on optimistic confirmation. Rotor optimizes Turbine sharding with a single-layer relay system, enhancing propagation efficiency to the physical network latency limit, with the main bottleneck being underlying network transmission speed. The system's resilience is significantly enhanced, capable of withstanding 20% malicious nodes and 20% stake offline scenarios, improving attack resistance and fault tolerance. Ultimately, Alpenglow compresses transaction finality to milliseconds, providing foundational support for high-frequency trading, real-time payments, and large-scale on-chain applications.
Trading Pair: SOL
Price Change: +2.33%",2025-05-20,SOL,+2.33%,"Foresight News, on May 19, Anza, a developer studio spun off from Solana Labs, introduced a new consensus layer protocol for Solana named Alpenglow. This protocol modifies the existing TowerBFT and PoH consensus mechanisms by incorporating new components, Votor and Rotor, to handle voting and block finality, and to enhance Solanas current block propagation protocol. Built on Turbine, Solanas version of sharding, it optimizes bandwidth usage through a singlelayer relay node based on stake. Roger Wattenhover, Anzas Head of Research, stated at Solana Accelerate that the new consensus mechanism will significantly reduce transaction finality time from the current 12.8 seconds to 150 milliseconds. Alpenglow has completed prototype testing and is expected to deploy on the testnet by mid2025, with mainnet deployment anticipated later in the year following approval through Solana Improvement Documents SIMD. Compared to the current Solana mainnet, Alpenglow simplifies architecture and optimizes data propagation efficiency, making it suitable for highfrequency trading and realtime payments. Votor, a core component of Alpenglow, will replace TowerBFT by handling consensus logic. It operates through direct communication rather than the current node gossip model, using peertopeer communication and dynamic grouping strategies based on stake weight or geographical location. This reduces redundant message transmission and network latency. Votor introduces a tiered stake voting mechanism if a block receives over 80 stake support in the first round, it is notarized immediately if support is between 60 and 80, a second round of rapid confirmation is initiated. Nodes can skip voting if block delay or risk is detected, preventing resource wastage. Overall, when the validator threshold is below 60, latency can be controlled to around 100 milliseconds. Rotor focuses on improving block propagation efficiency and network resource allocation by integrating Turbine sharding technology. It replaces the traditional multilayer relay model with a singlelayer relay node architecture, splitting block data into lightweight shards and dynamically optimizing transmission paths, significantly reducing network complexity and transmission delay. Rotor also introduces an adaptive propagation algorithm that monitors network status in realtime and switches congested paths, combining lightweight data verification to reduce computational overhead, greatly enhancing propagation speed and fault tolerance. Performancewise, Rotor compresses block propagation delay to milliseconds, supporting Solanas goal of achieving 50,000 TPS, meeting the demands of DeFi clearing and realtime payment scenarios. Overall, the Alpenglow protocol removes the PoH mechanism, reducing chainwide operational risk and simplifying architecture. By replacing Tower BFT consensus with Votor and using stakedriven 12 round voting, it achieves block finality within 100150 milliseconds without relying on optimistic confirmation. Rotor optimizes Turbine sharding with a singlelayer relay system, enhancing propagation efficiency to the physical network latency limit, with the main bottleneck being underlying network transmission speed. The systems resilience is significantly enhanced, capable of withstanding 20 malicious nodes and 20 stake offline scenarios, improving attack resistance and fault tolerance. Ultimately, Alpenglow compresses transaction finality to milliseconds, providing foundational support for highfrequency trading, realtime payments, and largescale onchain applications. Trading Pair SOL Price Change 2.33",3264d7ed947c02a0b7a937def139dc63
CMC Altcoin Season Index Stands at 24,"CoinMarketCap (CMC) data, the CMC Altcoin Season Index currently stands at 24. The index measures market performance by analyzing the top 100 cryptocurrencies by market capitalization to determine whether the market is shifting towards altcoins or Bitcoin dominance.
Trading Pair: BTC
Price Change: +2.15%",2025-05-20,BTC,+2.15%,"CoinMarketCap CMC data, the CMC Altcoin Season Index currently stands at 24. The index measures market performance by analyzing the top 100 cryptocurrencies by market capitalization to determine whether the market is shifting towards altcoins or Bitcoin dominance. Trading Pair BTC Price Change 2.15",16527737ce01debdf560ee597984b990
GENIUS Act's Potential Impact on Ethereum and Other Cryptocurrencies,"Odaily, Placeholder partner Chris Burniske recently commented on X about the GENIUS Act's potential benefits for various cryptocurrencies. He highlighted that Ethereum (ETH) might experience the most significant positive impact due to its extensive stablecoin ecosystem, robust DeFi infrastructure, and long-established institutional partnerships. Solana (SOL) is expected to follow closely behind, while TRON (TRX) could emerge as an overlooked contender due to historical factors.
Trading Pair: ETH
Price Change: +3.91%",2025-05-20,ETH,+3.91%,"Odaily, Placeholder partner Chris Burniske recently commented on X about the GENIUS Acts potential benefits for various cryptocurrencies. He highlighted that Ethereum ETH might experience the most significant positive impact due to its extensive stablecoin ecosystem, robust DeFi infrastructure, and longestablished institutional partnerships. Solana SOL is expected to follow closely behind, while TRON TRX could emerge as an overlooked contender due to historical factors. Trading Pair ETH Price Change 3.91",c3a496a17e7f697e7aecdba7d602dce8
Bitcoin Approaches Key Resistance with Technical Warning Signs,"Odaily, Bitcoin is nearing a critical resistance area, accompanied by several technical warning signals. Analyst @ali_charts has highlighted the formation of a 'hanging man' candlestick pattern near historical highs, a bearish divergence in the Relative Strength Index (RSI), and a death cross in the MACD indicator.
Trading Pair: BTC
Price Change: +2.15%",2025-05-20,BTC,+2.15%,"Odaily, Bitcoin is nearing a critical resistance area, accompanied by several technical warning signals. Analyst ali_charts has highlighted the formation of a hanging man candlestick pattern near historical highs, a bearish divergence in the Relative Strength Index RSI, and a death cross in the MACD indicator. Trading Pair BTC Price Change 2.15",3bc725d0b37ef69f8c6d808549c32681
ETH/BTC SuperTrend Indicator Turns Bullish for the First Time Since 2025,"Odaily, analysis by IncomeSharks reveals that the SuperTrend indicator for the ETH/BTC trading pair has turned bullish for the first time since 2025. IncomeSharks has confirmed the validity of this trend through backtesting, suggesting that the pair may have reached a bottom.
Trading Pair: BTC
Price Change: +2.15%",2025-05-20,BTC,+2.15%,"Odaily, analysis by IncomeSharks reveals that the SuperTrend indicator for the ETHBTC trading pair has turned bullish for the first time since 2025. IncomeSharks has confirmed the validity of this trend through backtesting, suggesting that the pair may have reached a bottom. Trading Pair BTC Price Change 2.15",a4b83ea779c913439824f7b1a91fdb71
Ethereum Spot ETF Sees Significant Inflow in the U.S.,"BlockBeats, data from Farside Investors indicates that the U.S. Ethereum spot ETF experienced a net inflow of $13.7 million yesterday. This entire amount was attributed to BlackRock's ETHA, while other ETFs reported no net inflow.
Trading Pair: ETH
Price Change: +3.91%",2025-05-20,ETH,+3.91%,"BlockBeats, data from Farside Investors indicates that the U.S. Ethereum spot ETF experienced a net inflow of 13.7 million yesterday. This entire amount was attributed to BlackRocks ETHA, while other ETFs reported no net inflow. Trading Pair ETH Price Change 3.91",2d67ba1d61bcbc8066e8f20c1fd34905
Exchange Supply of ETH and BTC Hits Historic Lows,"Odaily, on-chain data platform Santiment has reported that the supply of Ethereum (ETH) on exchanges has dropped to 4.9% of its total supply, marking a 10-year low. Meanwhile, Bitcoin (BTC) exchange supply has decreased to 7.1%, the lowest level since November 2018. Over the past five years, the amount of BTC on exchanges has reduced by 1.7 million, while ETH has seen a decrease of 15.3 million.
Trading Pair: ETH
Price Change: +3.91%",2025-05-20,ETH,+3.91%,"Odaily, onchain data platform Santiment has reported that the supply of Ethereum ETH on exchanges has dropped to 4.9 of its total supply, marking a 10year low. Meanwhile, Bitcoin BTC exchange supply has decreased to 7.1, the lowest level since November 2018. Over the past five years, the amount of BTC on exchanges has reduced by 1.7 million, while ETH has seen a decrease of 15.3 million. Trading Pair ETH Price Change 3.91",4430c84f8b36d00c89fbd26edf2404ca
Robert Kiyosaki Warns of Potential U.S. Economic Downturn,"Odaily, Robert Kiyosaki recently expressed concerns on the X platform regarding the U.S. economy following Moody's downgrade of U.S. debt. He suggested that this could signal an impending recession, with rising interest rates potentially leading to higher unemployment rates. Kiyosaki warned that markets such as bonds, real estate, and banking might face significant risks, possibly echoing the economic turmoil of the 1929 Great Depression. Kiyosaki advised individuals to consider entrepreneurship and invest in real estate that generates cash flow. He also recommended holding assets like gold, silver, and Bitcoin. He emphasized that economic crises can present opportunities, making it potentially easier to start businesses and acquire assets at lower prices.
Trading Pair: BTC
Price Change: +2.15%",2025-05-20,BTC,+2.15%,"Odaily, Robert Kiyosaki recently expressed concerns on the X platform regarding the U.S. economy following Moodys downgrade of U.S. debt. He suggested that this could signal an impending recession, with rising interest rates potentially leading to higher unemployment rates. Kiyosaki warned that markets such as bonds, real estate, and banking might face significant risks, possibly echoing the economic turmoil of the 1929 Great Depression. Kiyosaki advised individuals to consider entrepreneurship and invest in real estate that generates cash flow. He also recommended holding assets like gold, silver, and Bitcoin. He emphasized that economic crises can present opportunities, making it potentially easier to start businesses and acquire assets at lower prices. Trading Pair BTC Price Change 2.15",6c0448bb5ab9cdcd06f43e94e57bd649
Cryptocurrency Market Sees Broad Gains with ETH and BTC Leading,"PANews, the cryptocurrency market experienced widespread gains today, with most sectors showing positive movement. Ethereum (ETH) rebounded by 4.27%, surpassing $2,500, while Bitcoin (BTC) rose to $106,000. The DeFi sector increased by 2.34%, with CRV and AAVE rising by 6.75% and 17.19%, respectively. The RWA sector saw a 1.29% increase, with MKR and PENDLE gaining 4.21% and 7.51%, respectively. Other sectors, including CeFi, Layer1, Meme, Layer2, and PayFi, also experienced varying degrees of growth.
Trading Pair: BTC
Price Change: +2.15%",2025-05-20,BTC,+2.15%,"PANews, the cryptocurrency market experienced widespread gains today, with most sectors showing positive movement. Ethereum ETH rebounded by 4.27, surpassing 2,500, while Bitcoin BTC rose to 106,000. The DeFi sector increased by 2.34, with CRV and AAVE rising by 6.75 and 17.19, respectively. The RWA sector saw a 1.29 increase, with MKR and PENDLE gaining 4.21 and 7.51, respectively. Other sectors, including CeFi, Layer1, Meme, Layer2, and PayFi, also experienced varying degrees of growth. Trading Pair BTC Price Change 2.15",0a68be3cdbd79865673cf8a6c617a08a
Security Alert Issued Over Phishing Scam Targeting EIP-7702 Users,"BlockBeats, GoPlus Security has issued a security alert on May 20 regarding a phishing scam targeting users who have enabled EIP-7702 smart accounts following the Pectra upgrade. The scam involves a malicious Delegator address (0x930fcc37d6042c79211ee18a02857cb1fd7f0d0b) that, once authorized, automatically redirects ETH from user accounts to the scammer's wallet. Users are advised to authorize the 7702 feature only through official wallet applications and to avoid clicking on external links or upgrade options in emails. It is crucial to always verify the contract source code to ensure security.
Trading Pair: ETH
Price Change: +3.90%",2025-05-20,ETH,+3.90%,"BlockBeats, GoPlus Security has issued a security alert on May 20 regarding a phishing scam targeting users who have enabled EIP7702 smart accounts following the Pectra upgrade. The scam involves a malicious Delegator address 0x930fcc37d6042c79211ee18a02857cb1fd7f0d0b that, once authorized, automatically redirects ETH from user accounts to the scammers wallet. Users are advised to authorize the 7702 feature only through official wallet applications and to avoid clicking on external links or upgrade options in emails. It is crucial to always verify the contract source code to ensure security. Trading Pair ETH Price Change 3.90",ba5383bc64a0cc07afd01cd2998b3312
Cryptocurrency Market Sentiment Shows Decrease in Greed,"BlockBeats, the Alternative data indicates that the cryptocurrency Fear and Greed Index has dropped to 71 today, down from 74 yesterday, reflecting a cooling in market greed. The Fear and Greed Index ranges from 0 to 100 and is calculated based on several factors: volatility (25%), market trading volume (25%), social media activity (15%), market surveys (15%), Bitcoin's market dominance (10%), and Google Trends analysis (10%).
Trading Pair: BTC
Price Change: +2.15%",2025-05-20,BTC,+2.15%,"BlockBeats, the Alternative data indicates that the cryptocurrency Fear and Greed Index has dropped to 71 today, down from 74 yesterday, reflecting a cooling in market greed. The Fear and Greed Index ranges from 0 to 100 and is calculated based on several factors volatility 25, market trading volume 25, social media activity 15, market surveys 15, Bitcoins market dominance 10, and Google Trends analysis 10. Trading Pair BTC Price Change 2.15",f38bb3dbf5cffc14abda413696dadbe7
"Bitcoin Faces Bearish Divergence, Analyst Warns of Potential Setback","BlockBeats, cryptocurrency analyst Bluntz has identified a bearish divergence on Bitcoin's daily chart, which could dampen hopes for the cryptocurrency to reach a new all-time high this week. A bearish divergence occurs when the price continues to hit new highs, but the Relative Strength Index (RSI) shows higher lows, indicating that buying pressure is weakening despite the price surge.
Trading Pair: BTC
Price Change: +2.15%",2025-05-20,BTC,+2.15%,"BlockBeats, cryptocurrency analyst Bluntz has identified a bearish divergence on Bitcoins daily chart, which could dampen hopes for the cryptocurrency to reach a new alltime high this week. A bearish divergence occurs when the price continues to hit new highs, but the Relative Strength Index RSI shows higher lows, indicating that buying pressure is weakening despite the price surge. Trading Pair BTC Price Change 2.15",0f2ee3e6404cd1f47bfa571ed63461e4
Abraxas Capital Increases Ethereum Holdings After Brief Dormancy,"Foresight News, Abraxas Capital has resumed its accumulation of Ethereum, acquiring 46,295 ETH valued at approximately $115.3 million after a three-day pause. Since May 7, the firm has purchased a total of 350,703 ETH, amounting to around $837 million, with an average price of $2,386 per ETH. The current unrealized profit from these acquisitions stands at $50 million.
Trading Pair: ETH
Price Change: +3.90%",2025-05-20,ETH,+3.90%,"Foresight News, Abraxas Capital has resumed its accumulation of Ethereum, acquiring 46,295 ETH valued at approximately 115.3 million after a threeday pause. Since May 7, the firm has purchased a total of 350,703 ETH, amounting to around 837 million, with an average price of 2,386 per ETH. The current unrealized profit from these acquisitions stands at 50 million. Trading Pair ETH Price Change 3.90",4b3cf41437f2bc3235bdba61ff46beeb
"Bitcoin Poised for Significant Growth in 2025, Says 21Shares","BlockBeats, despite Bitcoin's price hovering slightly below its all-time high from January, digital asset ETF issuer 21Shares anticipates substantial growth for Bitcoin this year. In a report released on Monday, 21Shares research strategist Matt Mena stated that ""Bitcoin is on the verge of a breakout."" He attributes the current Bitcoin rally not to retail frenzy but to a combination of structural forces, including institutional inflows, historic supply constraints, and an improving macroeconomic environment. These factors suggest Bitcoin is on a path to reach new all-time highs in a more sustainable and mature manner.The continuous absorption of Bitcoin by spot Bitcoin ETFs exceeds daily mining output, further tightening supply. Additionally, major institutions like Strategy and newcomers such as Twenty One Capital are consistently accumulating Bitcoin, with some countries even exploring the establishment of strategic reserves.Mena predicts that the combined impact of these factors could drive Bitcoin's price to $138,500 this year.
Trading Pair: BTC
Price Change: +2.15%",2025-05-20,BTC,+2.15%,"BlockBeats, despite Bitcoins price hovering slightly below its alltime high from January, digital asset ETF issuer 21Shares anticipates substantial growth for Bitcoin this year. In a report released on Monday, 21Shares research strategist Matt Mena stated that Bitcoin is on the verge of a breakout. He attributes the current Bitcoin rally not to retail frenzy but to a combination of structural forces, including institutional inflows, historic supply constraints, and an improving macroeconomic environment. These factors suggest Bitcoin is on a path to reach new alltime highs in a more sustainable and mature manner.The continuous absorption of Bitcoin by spot Bitcoin ETFs exceeds daily mining output, further tightening supply. Additionally, major institutions like Strategy and newcomers such as Twenty One Capital are consistently accumulating Bitcoin, with some countries even exploring the establishment of strategic reserves.Mena predicts that the combined impact of these factors could drive Bitcoins price to 138,500 this year. Trading Pair BTC Price Change 2.15",75b66f6fd6a6793a7d0ab1a76ce508c0
"Bitcoin(BTC) Surpasses 106,000 USDT with a Narrowed 0.54% Decrease in 24 Hours","Binance Market Data, Bitcoin has crossed the 106,000 USDT benchmark and is now trading at 106,000 USDT, with a narrowed narrowed 0.54% decrease in 24 hours.
Trading Pair: BTC
Price Change: +2.15%",2025-05-20,BTC,+2.15%,"Binance Market Data, Bitcoin has crossed the 106,000 USDT benchmark and is now trading at 106,000 USDT, with a narrowed narrowed 0.54 decrease in 24 hours. Trading Pair BTC Price Change 2.15",3813f602ad6abe27dd50f6f162dc71ce
Whale Withdraws Significant Bitcoin from CEX,"BlockBeats On-chain Detection, a significant withdrawal of 1,350 bitcoins, valued at approximately $141.91 million, was made from a centralized exchange (CEX). The wallet associated with this transaction now holds a total of 20,723 bitcoins, worth around $2.19 billion.
Trading Pair: BTC
Price Change: +2.15%",2025-05-20,BTC,+2.15%,"BlockBeats Onchain Detection, a significant withdrawal of 1,350 bitcoins, valued at approximately 141.91 million, was made from a centralized exchange CEX. The wallet associated with this transaction now holds a total of 20,723 bitcoins, worth around 2.19 billion. Trading Pair BTC Price Change 2.15",2eecefb1868e0a5633cf66696613b87e
SEC Delays Review of VanEck Spot Solana ETF,"BlockBeats, the U.S. Securities and Exchange Commission (SEC) has postponed its decision on the review of the VanEck Spot Solana ETF. 
Trading Pair: SOL
Price Change: +2.33%",2025-05-20,SOL,+2.33%,"BlockBeats, the U.S. Securities and Exchange Commission SEC has postponed its decision on the review of the VanEck Spot Solana ETF. Trading Pair SOL Price Change 2.33",7d3ba9698536e1f86c6beedc554aae76
"Ethereum(ETH) Surpasses 2,500 USDT with a Narrowed 2.84% Decrease in 24 Hours","Binance Market Data, Ethereum has crossed the 2,500 USDT benchmark and is now trading at 2,503.330078 USDT, with a narrowed narrowed 2.84% decrease in 24 hours.
Trading Pair: ETH
Price Change: +3.90%",2025-05-20,ETH,+3.90%,"Binance Market Data, Ethereum has crossed the 2,500 USDT benchmark and is now trading at 2,503.330078 USDT, with a narrowed narrowed 2.84 decrease in 24 hours. Trading Pair ETH Price Change 3.90",e1e5ea1fb2eb1dd28e8aad9c342840a5
"Bitcoin(BTC) Surpasses 105,000 USDT with a Narrowed 0.40% Decrease in 24 Hours","Binance Market Data, Bitcoin has crossed the 105,000 USDT benchmark and is now trading at 105,034.210938 USDT, with a narrowed narrowed 0.40% decrease in 24 hours.
Trading Pair: BTC
Price Change: +2.15%",2025-05-20,BTC,+2.15%,"Binance Market Data, Bitcoin has crossed the 105,000 USDT benchmark and is now trading at 105,034.210938 USDT, with a narrowed narrowed 0.40 decrease in 24 hours. Trading Pair BTC Price Change 2.15",d5333863bd6d158df52bde28df8c5bc7
JPMorgan CEO Jamie Dimon Allows Bitcoin Purchases Without Custody Services,"Odaily, JPMorgan Chase CEO Jamie Dimon has stated that while he is not a supporter of Bitcoin, the bank will permit its clients to purchase the cryptocurrency. However, JPMorgan will not offer custody services for Bitcoin.
Trading Pair: BTC
Price Change: +2.15%",2025-05-20,BTC,+2.15%,"Odaily, JPMorgan Chase CEO Jamie Dimon has stated that while he is not a supporter of Bitcoin, the bank will permit its clients to purchase the cryptocurrency. However, JPMorgan will not offer custody services for Bitcoin. Trading Pair BTC Price Change 2.15",57f2db2381ceeb7654337cf4a5cacc43
"Bitcoin(BTC) Surpasses 104,000 USDT with a Narrowed 1.38% Decrease in 24 Hours","Binance Market Data, Bitcoin has crossed the 104,000 USDT benchmark and is now trading at 104,079.71875 USDT, with a narrowed narrowed 1.38% decrease in 24 hours.
Trading Pair: BTC
Price Change: +2.15%",2025-05-20,BTC,+2.15%,"Binance Market Data, Bitcoin has crossed the 104,000 USDT benchmark and is now trading at 104,079.71875 USDT, with a narrowed narrowed 1.38 decrease in 24 hours. Trading Pair BTC Price Change 2.15",e4d056c9c0daa2dca68c711a545bf3ae
Stablecoin Circulation Shifts Between Blockchain Networks,"PANews, recent data from Lookonchain reveals significant changes in stablecoin circulation across major blockchain networks over the past week. The Tron network experienced an increase in stablecoin circulation, specifically USDT and USDC, totaling $2.12 billion. In contrast, the Ethereum network saw a decrease in the circulation of the same stablecoins, amounting to $2.44 billion. These shifts highlight the dynamic nature of stablecoin distribution across different blockchain platforms.
Trading Pair: USDC
Price Change: -0.03%",2025-05-20,USDC,-0.03%,"PANews, recent data from Lookonchain reveals significant changes in stablecoin circulation across major blockchain networks over the past week. The Tron network experienced an increase in stablecoin circulation, specifically USDT and USDC, totaling 2.12 billion. In contrast, the Ethereum network saw a decrease in the circulation of the same stablecoins, amounting to 2.44 billion. These shifts highlight the dynamic nature of stablecoin distribution across different blockchain platforms. Trading Pair USDC Price Change 0.03",a5a6f6d6ecbd24bef502c54b92632697
"Ethereum(ETH) Drops Below 2,500 USDT with a Narrowed 3.64% Increase in 24 Hours","Binance Market Data, Ethereum has dropped below 2,500 USDT and is now trading at 2,499.01001 USDT, with a narrowed narrowed 3.64% increase in 24 hours.
Trading Pair: ETH
Price Change: +3.90%",2025-05-20,ETH,+3.90%,"Binance Market Data, Ethereum has dropped below 2,500 USDT and is now trading at 2,499.01001 USDT, with a narrowed narrowed 3.64 increase in 24 hours. Trading Pair ETH Price Change 3.90",f31c76bf570be40eb9ddba92bd3cc336
AAVE Sees Significant Surge with 26% Increase in 24 Hours,"Odaily, market data indicates that AAVE has experienced a notable increase, surpassing 269.8 USDT. It is currently trading at 268.8 USDT, marking a 26% rise over the past 24 hours.
Trading Pair: AAVE
Price Change: +19.61%",2025-05-20,AAVE,+19.61%,"Odaily, market data indicates that AAVE has experienced a notable increase, surpassing 269.8 USDT. It is currently trading at 268.8 USDT, marking a 26 rise over the past 24 hours. Trading Pair AAVE Price Change 19.61",c02e7e6839e79d962234d38d11649435
Ripple CEO Urges U.S. Lawmakers to Support Crypto Legislation,"Odaily, Ripple CEO Brad Garlinghouse recently expressed his intentions on the X platform to advocate for reasonable legislation supporting cryptocurrencies, focusing on stablecoins and market structure, during his visit to Washington, D.C. He urged U.S. government officials to view cryptocurrencies appropriately. However, Cynthia Lummis, Chair of the U.S. Digital Assets Subcommittee and Senator, canceled their meeting and has not rescheduled. Garlinghouse called on Lummis to reconsider the meeting to discuss how to position the United States as a global leader in the cryptocurrency sector.
Trading Pair: XRP
Price Change: +1.02%",2025-05-20,XRP,+1.02%,"Odaily, Ripple CEO Brad Garlinghouse recently expressed his intentions on the X platform to advocate for reasonable legislation supporting cryptocurrencies, focusing on stablecoins and market structure, during his visit to Washington, D.C. He urged U.S. government officials to view cryptocurrencies appropriately. However, Cynthia Lummis, Chair of the U.S. Digital Assets Subcommittee and Senator, canceled their meeting and has not rescheduled. Garlinghouse called on Lummis to reconsider the meeting to discuss how to position the United States as a global leader in the cryptocurrency sector. Trading Pair XRP Price Change 1.02",16cdaf9d1ca03661318a57f8bb78e699
SEC Delays Review of VanEck Spot Solana ETF,"BlockBeats, the U.S. Securities and Exchange Commission (SEC) has postponed its decision on the review of the VanEck Spot Solana ETF. 
Trading Pair: SOL
Price Change: +2.36%",2025-05-20,SOL,+2.36%,"BlockBeats, the U.S. Securities and Exchange Commission SEC has postponed its decision on the review of the VanEck Spot Solana ETF. Trading Pair SOL Price Change 2.36",b06afb9dec87f49f0f9e293c84b37741
EMURGO Clarifies Unclaimed ADA Voucher Redemption Process,"Foresight News, Cardano developer EMURGO has provided details on the redemption process for unclaimed ADA vouchers. While the majority of presale ADA vouchers have been successfully redeemed, a small portion remains unclaimed by the original holders. To assist these participants, IOG has conducted a detailed seven-year process, including multiple redemption events, to locate all participants and collect their registration information and relevant KYC documents. Most initial voucher holders are based in Japan, and EMURGO has supported IOG in contacting these holders to facilitate redemption. Despite some success in locating holders, a portion remains untraceable. The Shelley hard fork rendered ongoing voucher redemption ADA unusable, necessitating a transfer to continue the redemption process. The identification process was carried out by local third parties using various investigative methods, including home visits. EMURGO acknowledges the community's expectations for transparency and supports IOG in conducting an independent audit. The company urges the community to be patient while awaiting the audit results, assuring that all pending issues will be resolved once the audit is completed.
Trading Pair: ADA
Price Change: +0.05%",2025-05-20,ADA,+0.05%,"Foresight News, Cardano developer EMURGO has provided details on the redemption process for unclaimed ADA vouchers. While the majority of presale ADA vouchers have been successfully redeemed, a small portion remains unclaimed by the original holders. To assist these participants, IOG has conducted a detailed sevenyear process, including multiple redemption events, to locate all participants and collect their registration information and relevant KYC documents. Most initial voucher holders are based in Japan, and EMURGO has supported IOG in contacting these holders to facilitate redemption. Despite some success in locating holders, a portion remains untraceable. The Shelley hard fork rendered ongoing voucher redemption ADA unusable, necessitating a transfer to continue the redemption process. The identification process was carried out by local third parties using various investigative methods, including home visits. EMURGO acknowledges the communitys expectations for transparency and supports IOG in conducting an independent audit. The company urges the community to be patient while awaiting the audit results, assuring that all pending issues will be resolved once the audit is completed. Trading Pair ADA Price Change 0.05",bb8ae4af6209f82f2198ed9be7ce262d
New York Fed Chair Williams Observes Rising Consumer Caution,"BlockBeats, New York Federal Reserve Chair John Williams has noted signs of increasing consumer caution from recent data, suggesting a potential economic slowdown this year. He emphasized that gaining a comprehensive understanding of the economic situation will require more time. Williams stated that the Federal Reserve can maintain a calm approach in its monetary policy decisions. He also mentioned that tariffs could lead to higher inflation and unemployment rates. A clearer outlook is expected after June and July.
Trading Pair: N/A
Price Change: N/A",2025-05-20,N/A,N/A,"BlockBeats, New York Federal Reserve Chair John Williams has noted signs of increasing consumer caution from recent data, suggesting a potential economic slowdown this year. He emphasized that gaining a comprehensive understanding of the economic situation will require more time. Williams stated that the Federal Reserve can maintain a calm approach in its monetary policy decisions. He also mentioned that tariffs could lead to higher inflation and unemployment rates. A clearer outlook is expected after June and July. Trading Pair NA Price Change NA",f44e27cc2ffa2c7fbf9401e501506b87
